user_id,signup_date,acquisition_channel,country,sessions_count,actions_count,is_activated,days_to_activate,activation_date,is_converted,days_to_convert,subscription_date,plan_type,revenue,is_churned,churn_date
1140,2025-02-06 04:09:14,Organic,Germany,7,28.0,0,,,0,,,,0,0,
1141,2025-02-17 06:01:34,Ads,India,5,22.5,1,2.0,2025-02-19 06:01:34,0,,,,0,1,1744524094000000000
1142,2025-01-17 13:05:51,Organic,India,5,20.0,0,,,0,,,,0,1,1738501551000000000
1143,2025-01-27 09:37:00,Ads,Germany,2,6.0,1,1.0,2025-01-28 09:37:00,1,10.0,2025-02-06 09:37:00,Basic,50,1,1740303420000000000
1144,2025-02-01 21:49:04,Ads,UK,7,42.0,1,3.0,2025-02-04 21:49:04,1,10.0,2025-02-11 21:49:04,Basic,50,1,1741124944000000000
1145,2025-03-15 22:05:13,Organic,Germany,3,6.0,0,,,0,,,,0,1,1744841113000000000
1146,2025-02-25 08:34:43,Organic,India,5,30.0,1,1.0,2025-02-26 08:34:43,0,,,,0,1,1744619683000000000
1147,2025-03-17 06:00:32,Ads,India,2,6.0,1,2.0,2025-03-19 06:00:32,0,,,,0,1,1744351232000000000
1148,2025-01-27 11:27:03,Referral,India,2,12.0,1,1.0,2025-01-28 11:27:03,1,14.0,2025-02-10 11:27:03,Pro,120,0,
1149,2025-01-11 13:53:52,Referral,India,4,24.0,1,2.0,2025-01-13 13:53:52,0,,,,0,0,
1150,2025-03-20 06:59:46,Organic,UK,4,8.0,0,,,0,,,,0,0,
1151,2025-02-16 02:16:28,Organic,India,8,48.0,1,1.0,2025-02-17 02:16:28,0,,,,0,0,
1152,2025-01-19 03:23:58,Referral,USA,9,54.0,1,1.0,2025-01-20 03:23:58,0,,,,0,0,
1153,2025-03-13 07:18:06,Ads,India,10,40.0,0,,,0,,,,0,1,1744787886000000000
1154,2025-03-08 04:30:54,Ads,Canada,8,24.0,1,1.0,2025-03-09 04:30:54,0,,,,0,1,1743309054000000000
1155,2025-01-11 14:52:39,Referral,India,10,45.0,1,1.0,2025-01-12 14:52:39,1,13.0,2025-01-24 14:52:39,Basic,50,0,
1156,2025-01-08 08:33:25,Referral,India,2,8.0,0,,,0,,,,0,1,1741250005000000000
1157,2025-03-28 13:43:41,Ads,USA,7,42.0,1,1.0,2025-03-29 13:43:41,0,,,,0,1,1744465421000000000
1158,2025-02-23 01:18:17,Organic,India,6,18.0,1,1.0,2025-02-24 01:18:17,0,,,,0,1,1744161497000000000
1159,2025-01-10 10:25:31,Organic,USA,6,27.0,1,1.0,2025-01-11 10:25:31,1,14.0,2025-01-24 10:25:31,Basic,50,0,
1160,2025-03-27 19:21:58,Ads,USA,6,36.0,1,2.0,2025-03-29 19:21:58,0,,,,0,0,
1161,2025-01-01 18:47:41,Organic,Canada,5,30.0,1,1.0,2025-01-02 18:47:41,0,,,,0,1,1740595661000000000
1162,2025-03-21 09:33:11,Organic,USA,4,18.0,1,1.0,2025-03-22 09:33:11,1,5.0,2025-03-26 09:33:11,Pro,120,0,
1163,2025-03-29 18:59:13,Organic,USA,4,24.0,1,3.0,2025-04-01 18:59:13,0,,,,0,1,1746903553000000000
1164,2025-03-10 11:03:08,Organic,Germany,4,12.0,0,,,0,,,,0,0,
1165,2025-03-17 21:43:41,Ads,Germany,3,9.0,1,3.0,2025-03-20 21:43:41,1,11.0,2025-03-28 21:43:41,Pro,120,0,
1166,2025-03-04 08:56:26,Ads,UK,6,18.0,1,3.0,2025-03-07 08:56:26,0,,,,0,1,1744620986000000000
1167,2025-01-25 01:13:27,Organic,USA,4,18.0,1,3.0,2025-01-28 01:13:27,1,11.0,2025-02-05 01:13:27,Basic,50,0,
1168,2025-01-16 03:11:46,Organic,USA,8,24.0,1,3.0,2025-01-19 03:11:46,0,,,,0,1,1738293106000000000
1169,2025-01-23 19:33:26,Referral,India,4,12.0,0,,,0,,,,0,1,1739648006000000000
1170,2025-03-22 11:05:38,Organic,Germany,5,30.0,1,2.0,2025-03-24 11:05:38,0,,,,0,0,
1171,2025-02-03 14:00:14,Ads,UK,6,12.0,0,,,0,,,,0,1,1742911214000000000
1172,2025-02-04 08:00:22,Referral,India,4,18.0,1,3.0,2025-02-07 08:00:22,0,,,,0,1,1741248022000000000
1173,2025-03-20 00:18:50,Organic,India,5,15.0,0,,,0,,,,0,0,
1174,2025-02-12 22:10:54,Ads,India,1,3.0,0,,,0,,,,0,1,1742681454000000000
1175,2025-02-28 10:10:03,Referral,India,2,12.0,1,2.0,2025-03-02 10:10:03,1,11.0,2025-03-11 10:10:03,Pro,120,0,
1176,2025-03-26 16:03:56,Organic,India,4,24.0,1,1.0,2025-03-27 16:03:56,0,,,,0,0,
1177,2025-01-02 08:47:13,Ads,USA,3,18.0,1,1.0,2025-01-03 08:47:13,0,,,,0,1,1738313233000000000
1178,2025-01-08 07:04:25,Organic,India,2,4.0,0,,,0,,,,0,1,1738307065000000000
1179,2025-02-01 08:51:49,Organic,USA,5,30.0,1,1.0,2025-02-02 08:51:49,1,7.0,2025-02-08 08:51:49,Basic,50,0,
1180,2025-03-09 23:12:34,Referral,India,7,21.0,0,,,0,,,,0,1,1745881954000000000
1181,2025-02-03 18:37:38,Referral,India,5,20.0,0,,,0,,,,0,1,1743100658000000000
1182,2025-01-15 01:38:22,Ads,USA,2,6.0,1,3.0,2025-01-18 01:38:22,0,,,,0,1,1741570702000000000
1183,2025-03-09 06:50:39,Organic,Canada,8,48.0,1,1.0,2025-03-10 06:50:39,0,,,,0,0,
1184,2025-03-24 18:32:56,Organic,USA,4,18.0,1,3.0,2025-03-27 18:32:56,0,,,,0,1,1744741976000000000
1185,2025-02-23 13:00:38,Ads,USA,3,9.0,1,1.0,2025-02-24 13:00:38,0,,,,0,1,1742734838000000000
1186,2025-01-17 10:56:36,Organic,USA,3,13.5,1,1.0,2025-01-18 10:56:36,0,,,,0,1,1739530596000000000
1187,2025-02-01 23:26:19,Ads,India,8,32.0,0,,,0,,,,0,1,1743377179000000000
1188,2025-01-27 20:10:49,Ads,India,5,15.0,1,3.0,2025-01-30 20:10:49,0,,,,0,1,1740946249000000000
1189,2025-03-14 19:55:18,Ads,India,3,6.0,0,,,0,,,,0,1,1745697318000000000
1190,2025-03-29 19:42:48,Ads,USA,10,30.0,0,,,0,,,,0,1,1748374968000000000
1191,2025-02-13 01:27:44,Organic,UK,4,12.0,1,1.0,2025-02-14 01:27:44,1,12.0,2025-02-25 01:27:44,Basic,50,1,1742606864000000000
1192,2025-01-26 09:03:34,Organic,UK,3,6.0,0,,,0,,,,0,0,
1193,2025-03-07 07:18:45,Organic,India,6,18.0,1,2.0,2025-03-09 07:18:45,0,,,,0,0,
1194,2025-03-07 21:21:29,Ads,UK,2,6.0,0,,,1,13.0,2025-03-20 21:21:29,Pro,120,1,1742764889000000000
1195,2025-01-09 21:56:13,Ads,India,7,42.0,1,3.0,2025-01-12 21:56:13,0,,,,0,1,1740866173000000000
1196,2025-01-31 21:29:15,Ads,India,2,9.0,1,3.0,2025-02-03 21:29:15,0,,,,0,0,
1197,2025-02-09 11:55:04,Ads,India,7,42.0,1,2.0,2025-02-11 11:55:04,0,,,,0,0,
1198,2025-02-26 04:07:40,Referral,USA,5,20.0,0,,,0,,,,0,1,1745035660000000000
1199,2025-03-07 07:17:44,Organic,India,9,27.0,1,1.0,2025-03-08 07:17:44,0,,,,0,0,
1200,2025-03-10 00:01:07,Organic,USA,3,9.0,1,2.0,2025-03-12 00:01:07,0,,,,0,1,1746576067000000000
1201,2025-03-20 23:21:45,Organic,Canada,4,24.0,1,3.0,2025-03-23 23:21:45,0,,,,0,0,
1202,2025-01-06 09:43:30,Ads,India,5,20.0,0,,,0,,,,0,1,1737539010000000000
1203,2025-01-20 03:43:36,Organic,USA,4,12.0,1,1.0,2025-01-21 03:43:36,1,7.0,2025-01-27 03:43:36,Basic,50,1,1741664616000000000
1204,2025-01-20 15:38:20,Referral,India,7,42.0,1,3.0,2025-01-23 15:38:20,0,,,,0,1,1740065900000000000
1205,2025-02-23 00:21:37,Ads,India,7,42.0,1,1.0,2025-02-24 00:21:37,1,12.0,2025-03-07 00:21:37,Basic,50,1,1742257297000000000
1206,2025-02-18 20:30:38,Referral,India,3,18.0,1,3.0,2025-02-21 20:30:38,0,,,,0,1,1744749038000000000
1207,2025-01-11 16:37:55,Referral,Germany,5,20.0,0,,,0,,,,0,1,1741106275000000000
1208,2025-01-25 13:47:01,Organic,USA,7,42.0,1,1.0,2025-01-26 13:47:01,0,,,,0,1,1740145621000000000
1209,2025-02-14 22:03:13,Organic,UK,8,16.0,0,,,0,,,,0,1,1743976993000000000
1210,2025-02-24 18:18:22,Ads,India,3,6.0,0,,,0,,,,0,1,1744654702000000000
1211,2025-03-06 13:35:03,Organic,Canada,3,13.5,1,1.0,2025-03-07 13:35:03,1,9.0,2025-03-15 13:35:03,Pro,120,0,
1212,2025-01-30 17:21:43,Organic,Canada,8,48.0,1,3.0,2025-02-02 17:21:43,0,,,,0,0,
1213,2025-01-01 22:34:24,Ads,UK,2,9.0,1,1.0,2025-01-02 22:34:24,0,,,,0,1,1737412464000000000
1214,2025-01-01 06:27:55,Organic,Germany,5,15.0,0,,,0,,,,0,0,
1215,2025-02-01 04:15:14,Ads,India,5,10.0,0,,,0,,,,0,1,1742703314000000000
1216,2025-01-29 11:21:12,Ads,USA,3,18.0,1,3.0,2025-02-01 11:21:12,0,,,,0,1,1741864872000000000
1217,2025-03-17 00:42:12,Organic,USA,7,31.5,1,3.0,2025-03-20 00:42:12,0,,,,0,1,1745368932000000000
1218,2025-03-29 04:48:05,Organic,USA,4,12.0,0,,,0,,,,0,1,1747025285000000000
1219,2025-03-02 03:27:47,Organic,Canada,4,18.0,1,2.0,2025-03-04 03:27:47,0,,,,0,1,1742873267000000000
1220,2025-03-10 21:33:13,Ads,India,4,12.0,1,3.0,2025-03-13 21:33:13,0,,,,0,0,
1221,2025-01-07 15:05:35,Organic,India,5,30.0,1,1.0,2025-01-08 15:05:35,1,14.0,2025-01-21 15:05:35,Basic,50,0,
1222,2025-01-24 03:43:29,Referral,India,7,42.0,1,1.0,2025-01-25 03:43:29,0,,,,0,0,
1223,2025-01-11 13:33:46,Organic,Canada,2,6.0,1,3.0,2025-01-14 13:33:46,1,12.0,2025-01-23 13:33:46,Pro,120,0,
1224,2025-02-01 05:12:23,Organic,Germany,5,20.0,0,,,0,,,,0,0,
1225,2025-01-10 23:35:22,Organic,USA,7,21.0,1,3.0,2025-01-13 23:35:22,0,,,,0,1,1739576122000000000
1226,2025-01-10 07:14:52,Organic,USA,5,30.0,1,2.0,2025-01-12 07:14:52,1,8.0,2025-01-18 07:14:52,Basic,50,0,
1227,2025-01-14 10:32:37,Organic,USA,0,0.0,0,,,0,,,,0,1,1738578757000000000
1228,2025-01-16 05:08:52,Ads,USA,4,24.0,1,2.0,2025-01-18 05:08:52,0,,,,0,0,
1229,2025-01-05 21:00:40,Ads,India,0,0.0,1,3.0,2025-01-08 21:00:40,1,6.0,2025-01-11 21:00:40,Basic,50,1,1738011640000000000
1230,2025-02-14 16:09:04,Organic,UK,3,18.0,1,2.0,2025-02-16 16:09:04,0,,,,0,0,
1231,2025-03-25 06:20:36,Organic,USA,9,40.5,1,2.0,2025-03-27 06:20:36,0,,,,0,1,1746080436000000000
1232,2025-01-11 22:26:29,Ads,USA,3,18.0,1,2.0,2025-01-13 22:26:29,1,5.0,2025-01-16 22:26:29,Basic,50,1,1740954389000000000
1233,2025-02-05 23:04:52,Ads,India,5,22.5,1,1.0,2025-02-06 23:04:52,0,,,,0,1,1742857492000000000
1234,2025-01-26 14:52:53,Organic,UK,5,30.0,1,1.0,2025-01-27 14:52:53,0,,,,0,1,1743000773000000000
1235,2025-01-07 02:04:53,Referral,Canada,6,18.0,1,1.0,2025-01-08 02:04:53,0,,,,0,0,
1236,2025-03-15 15:42:39,Organic,USA,2,12.0,1,2.0,2025-03-17 15:42:39,1,11.0,2025-03-26 15:42:39,Basic,50,0,
1237,2025-01-27 02:29:23,Ads,UK,6,27.0,1,1.0,2025-01-28 02:29:23,1,11.0,2025-02-07 02:29:23,Basic,50,0,
1238,2025-03-02 01:22:37,Organic,USA,5,15.0,1,1.0,2025-03-03 01:22:37,0,,,,0,0,
1239,2025-02-20 17:05:14,Organic,USA,5,15.0,1,1.0,2025-02-21 17:05:14,1,14.0,2025-03-06 17:05:14,Pro,120,0,
1240,2025-02-28 12:41:01,Referral,India,4,18.0,1,1.0,2025-03-01 12:41:01,1,9.0,2025-03-09 12:41:01,Basic,50,0,
1241,2025-03-16 11:54:06,Organic,UK,5,15.0,1,3.0,2025-03-19 11:54:06,0,,,,0,0,
1242,2025-02-18 00:28:07,Ads,USA,2,9.0,1,2.0,2025-02-20 00:28:07,0,,,,0,1,1742084887000000000
1243,2025-01-14 23:18:14,Organic,UK,4,8.0,0,,,0,,,,0,1,1738279094000000000
1244,2025-01-26 16:59:52,Ads,USA,1,6.0,1,2.0,2025-01-28 16:59:52,0,,,,0,0,
1245,2025-01-08 17:40:06,Referral,UK,5,22.5,1,3.0,2025-01-11 17:40:06,0,,,,0,1,1738518006000000000
1246,2025-02-12 11:07:46,Organic,UK,6,12.0,0,,,0,,,,0,1,1743505666000000000
1247,2025-02-23 09:12:18,Referral,USA,3,6.0,0,,,0,,,,0,1,1743844338000000000
1248,2025-02-03 00:36:46,Ads,Canada,3,13.5,1,3.0,2025-02-06 00:36:46,0,,,,0,1,1740271006000000000
1249,2025-01-12 23:00:55,Ads,USA,3,13.5,1,3.0,2025-01-15 23:00:55,1,10.0,2025-01-22 23:00:55,Pro,120,1,1739919655000000000
1250,2025-03-23 23:16:52,Ads,Germany,7,31.5,1,1.0,2025-03-24 23:16:52,1,13.0,2025-04-05 23:16:52,Basic,50,1,1747437412000000000
1251,2025-02-27 18:04:07,Referral,UK,10,30.0,1,1.0,2025-02-28 18:04:07,0,,,,0,1,1743185047000000000
1252,2025-02-05 07:59:26,Organic,India,10,30.0,1,3.0,2025-02-08 07:59:26,0,,,,0,0,
1253,2025-01-07 06:11:17,Organic,Canada,11,44.0,0,,,0,,,,0,1,1739772677000000000
1254,2025-03-10 03:55:45,Referral,USA,4,18.0,1,3.0,2025-03-13 03:55:45,1,6.0,2025-03-16 03:55:45,Basic,50,0,
1255,2025-03-30 11:13:23,Ads,Germany,5,30.0,1,3.0,2025-04-02 11:13:23,0,,,,0,1,1745147603000000000
1256,2025-02-05 19:30:35,Organic,UK,5,22.5,1,3.0,2025-02-08 19:30:35,1,7.0,2025-02-12 19:30:35,Basic,50,0,
1257,2025-03-10 14:23:06,Ads,India,2,6.0,1,3.0,2025-03-13 14:23:06,0,,,,0,1,1745850186000000000
1258,2025-01-14 13:24:19,Ads,India,6,27.0,1,3.0,2025-01-17 13:24:19,1,7.0,2025-01-21 13:24:19,Basic,50,1,1741181059000000000
1259,2025-03-11 06:48:46,Organic,USA,6,36.0,1,1.0,2025-03-12 06:48:46,1,13.0,2025-03-24 06:48:46,Basic,50,0,
1260,2025-02-03 02:20:53,Organic,Canada,7,42.0,1,3.0,2025-02-06 02:20:53,0,,,,0,0,
1261,2025-01-23 18:09:57,Ads,UK,8,24.0,1,1.0,2025-01-24 18:09:57,0,,,,0,0,
1262,2025-01-05 11:45:52,Organic,India,5,30.0,1,1.0,2025-01-06 11:45:52,0,,,,0,0,
1263,2025-01-26 13:42:53,Ads,UK,6,36.0,1,3.0,2025-01-29 13:42:53,1,12.0,2025-02-07 13:42:53,Basic,50,0,
1264,2025-02-18 00:08:23,Referral,USA,5,15.0,1,3.0,2025-02-21 00:08:23,1,12.0,2025-03-02 00:08:23,Basic,50,1,1744157303000000000
1265,2025-01-12 22:08:37,Organic,India,3,18.0,1,3.0,2025-01-15 22:08:37,0,,,,0,1,1740607717000000000
1266,2025-02-03 12:40:18,Organic,India,3,6.0,0,,,0,,,,0,0,
1267,2025-01-28 06:57:01,Organic,India,2,6.0,1,2.0,2025-01-30 06:57:01,0,,,,0,0,
1268,2025-03-23 14:31:20,Organic,India,3,12.0,0,,,0,,,,0,0,
1269,2025-03-24 12:55:29,Ads,India,4,12.0,1,3.0,2025-03-27 12:55:29,0,,,,0,0,
1270,2025-01-07 01:52:14,Organic,India,12,54.0,1,1.0,2025-01-08 01:52:14,0,,,,0,1,1739843534000000000
1271,2025-03-06 15:11:03,Ads,Canada,7,21.0,1,3.0,2025-03-09 15:11:03,1,5.0,2025-03-11 15:11:03,Pro,120,1,1744816263000000000
1272,2025-01-03 19:59:21,Organic,India,8,48.0,1,3.0,2025-01-06 19:59:21,0,,,,0,0,
1273,2025-02-03 21:54:58,Organic,India,3,9.0,0,,,0,,,,0,1,1739915698000000000
1274,2025-02-04 09:30:20,Organic,India,6,27.0,1,1.0,2025-02-05 09:30:20,0,,,,0,0,
1275,2025-03-16 09:49:57,Organic,USA,6,18.0,0,,,0,,,,0,1,1745228997000000000
1276,2025-03-01 12:18:33,Organic,USA,6,18.0,0,,,0,,,,0,0,
1277,2025-03-12 06:30:13,Organic,India,3,9.0,1,1.0,2025-03-13 06:30:13,0,,,,0,1,1745908213000000000
1278,2025-01-01 17:52:03,Referral,USA,5,15.0,1,2.0,2025-01-03 17:52:03,0,,,,0,1,1737913923000000000
1279,2025-03-21 22:47:46,Ads,UK,6,12.0,0,,,0,,,,0,1,1745707666000000000
1280,2025-01-15 07:48:35,Organic,India,4,24.0,1,1.0,2025-01-16 07:48:35,0,,,,0,1,1738568915000000000
1281,2025-03-29 01:01:20,Organic,USA,6,36.0,1,3.0,2025-04-01 01:01:20,0,,,,0,1,1745283680000000000
1282,2025-01-12 01:08:00,Organic,USA,5,22.5,1,3.0,2025-01-15 01:08:00,1,11.0,2025-01-23 01:08:00,Basic,50,0,
1283,2025-01-28 00:00:11,Organic,India,8,48.0,1,2.0,2025-01-30 00:00:11,0,,,,0,0,
1284,2025-03-19 07:52:14,Organic,UK,7,21.0,1,1.0,2025-03-20 07:52:14,1,11.0,2025-03-30 07:52:14,Basic,50,0,
1285,2025-01-10 21:13:36,Organic,Canada,4,12.0,1,2.0,2025-01-12 21:13:36,0,,,,0,1,1738617216000000000
1286,2025-03-03 21:23:37,Organic,USA,5,15.0,1,1.0,2025-03-04 21:23:37,0,,,,0,1,1744061017000000000
1287,2025-01-11 00:15:09,Organic,India,3,9.0,1,2.0,2025-01-13 00:15:09,0,,,,0,0,
1288,2025-03-17 14:50:39,Organic,Germany,5,15.0,1,3.0,2025-03-20 14:50:39,0,,,,0,0,
1289,2025-03-09 05:48:21,Organic,USA,10,45.0,1,2.0,2025-03-11 05:48:21,0,,,,0,0,
1290,2025-02-27 16:02:44,Ads,India,4,12.0,1,3.0,2025-03-02 16:02:44,0,,,,0,1,1742659364000000000
1291,2025-01-13 03:48:13,Organic,USA,6,18.0,1,1.0,2025-01-14 03:48:13,1,6.0,2025-01-19 03:48:13,Basic,50,0,
1292,2025-01-04 06:32:42,Organic,UK,5,10.0,0,,,1,11.0,2025-01-15 06:32:42,Basic,50,1,1740033162000000000
1293,2025-01-19 13:51:58,Ads,Canada,4,12.0,0,,,0,,,,0,1,1739541118000000000
1294,2025-02-03 08:57:07,Referral,India,1,2.0,0,,,0,,,,0,1,1740905827000000000
1295,2025-01-17 09:20:12,Referral,India,8,48.0,1,3.0,2025-01-20 09:20:12,0,,,,0,1,1742203212000000000
1296,2025-03-08 14:00:10,Ads,USA,5,15.0,0,,,0,,,,0,0,
1297,2025-01-07 14:47:30,Organic,Germany,3,13.5,1,3.0,2025-01-10 14:47:30,0,,,,0,0,
1298,2025-02-21 19:29:36,Ads,India,4,8.0,0,,,0,,,,0,1,1745177376000000000
1299,2025-01-05 11:12:05,Ads,Canada,3,9.0,1,2.0,2025-01-07 11:12:05,0,,,,0,0,
1300,2025-02-03 03:29:53,Organic,USA,6,18.0,1,2.0,2025-02-05 03:29:53,0,,,,0,1,1740626993000000000
1301,2025-02-26 19:37:27,Ads,UK,7,21.0,0,,,1,9.0,2025-03-07 19:37:27,Basic,50,0,
1302,2025-03-21 15:28:09,Referral,USA,6,27.0,1,1.0,2025-03-22 15:28:09,1,11.0,2025-04-01 15:28:09,Basic,50,1,1747236489000000000
1303,2025-03-27 21:43:32,Organic,India,4,24.0,1,3.0,2025-03-30 21:43:32,1,10.0,2025-04-06 21:43:32,Basic,50,1,1748123012000000000
1304,2025-02-13 11:52:54,Organic,UK,1,3.0,1,1.0,2025-02-14 11:52:54,0,,,,0,0,
1305,2025-01-05 15:58:01,Organic,Germany,5,15.0,1,1.0,2025-01-06 15:58:01,1,7.0,2025-01-12 15:58:01,Pro,120,1,1738425481000000000
1306,2025-03-25 11:06:19,Organic,India,4,8.0,0,,,0,,,,0,1,1744196779000000000
1307,2025-01-28 18:25:05,Organic,USA,4,18.0,1,2.0,2025-01-30 18:25:05,1,14.0,2025-02-11 18:25:05,Basic,50,0,
1308,2025-01-05 09:14:52,Ads,India,9,27.0,0,,,0,,,,0,1,1740388492000000000
1309,2025-02-18 14:33:11,Ads,India,4,12.0,0,,,0,,,,0,1,1742999591000000000
1310,2025-03-05 15:55:45,Organic,UK,2,9.0,1,1.0,2025-03-06 15:55:45,0,,,,0,0,
1311,2025-02-06 12:10:40,Referral,India,2,6.0,0,,,0,,,,0,1,1741090240000000000
1312,2025-01-08 14:25:02,Organic,UK,5,30.0,1,1.0,2025-01-09 14:25:02,0,,,,0,1,1739111102000000000
1313,2025-02-07 16:03:20,Organic,USA,4,18.0,1,1.0,2025-02-08 16:03:20,1,12.0,2025-02-19 16:03:20,Basic,50,0,
1314,2025-01-23 23:28:16,Ads,Germany,5,15.0,0,,,0,,,,0,1,1741476496000000000
1315,2025-03-14 15:51:36,Ads,India,4,24.0,1,2.0,2025-03-16 15:51:36,0,,,,0,1,1743522696000000000
1316,2025-01-26 08:23:42,Ads,India,6,27.0,1,1.0,2025-01-27 08:23:42,1,10.0,2025-02-05 08:23:42,Basic,50,1,1739348622000000000
1317,2025-02-13 09:36:23,Referral,India,6,24.0,0,,,1,11.0,2025-02-24 09:36:23,Pro,120,0,
1318,2025-02-01 11:21:09,Ads,Canada,7,21.0,1,2.0,2025-02-03 11:21:09,0,,,,0,1,1739964069000000000
1319,2025-03-25 17:52:54,Referral,USA,11,66.0,1,3.0,2025-03-28 17:52:54,1,5.0,2025-03-30 17:52:54,Pro,120,0,
1320,2025-03-07 15:39:14,Organic,India,3,6.0,0,,,0,,,,0,1,1743262754000000000
1321,2025-03-02 05:59:57,Ads,Canada,7,42.0,1,1.0,2025-03-03 05:59:57,0,,,,0,0,
1322,2025-03-03 04:02:38,Referral,Canada,6,12.0,0,,,0,,,,0,1,1744689758000000000
1323,2025-02-25 13:55:16,Ads,Canada,2,12.0,1,1.0,2025-02-26 13:55:16,1,5.0,2025-03-02 13:55:16,Basic,50,0,
1324,2025-01-27 21:46:37,Organic,India,2,6.0,1,2.0,2025-01-29 21:46:37,0,,,,0,1,1741815997000000000
1325,2025-01-10 02:31:07,Ads,India,8,36.0,1,3.0,2025-01-13 02:31:07,1,14.0,2025-01-24 02:31:07,Basic,50,1,1739586667000000000
1326,2025-01-16 16:00:49,Ads,UK,3,12.0,0,,,0,,,,0,1,1740672049000000000
1327,2025-03-04 03:43:09,Organic,USA,6,27.0,1,1.0,2025-03-05 03:43:09,0,,,,0,1,1744774989000000000
1328,2025-03-06 11:54:28,Referral,India,5,30.0,1,3.0,2025-03-09 11:54:28,0,,,,0,1,1745668468000000000
1329,2025-01-20 19:41:43,Organic,India,7,31.5,1,3.0,2025-01-23 19:41:43,0,,,,0,0,
1330,2025-02-04 13:16:58,Organic,Germany,3,6.0,0,,,0,,,,0,1,1741007818000000000
1331,2025-02-11 18:42:16,Referral,India,5,15.0,1,1.0,2025-02-12 18:42:16,0,,,,0,1,1741027336000000000
1332,2025-03-18 19:55:55,Organic,UK,0,0.0,1,2.0,2025-03-20 19:55:55,0,,,,0,1,1746042955000000000
1333,2025-01-17 00:33:38,Organic,USA,4,12.0,0,,,0,,,,0,1,1739579618000000000
1334,2025-01-05 11:23:14,Ads,UK,3,18.0,1,1.0,2025-01-06 11:23:14,0,,,,0,1,1737544994000000000
1335,2025-02-03 05:09:20,Ads,UK,6,27.0,1,3.0,2025-02-06 05:09:20,0,,,,0,0,
1336,2025-02-14 01:21:43,Organic,USA,8,32.0,0,,,0,,,,0,1,1741569703000000000
1337,2025-02-14 09:54:07,Referral,India,3,6.0,0,,,0,,,,0,1,1743501247000000000
1338,2025-01-13 15:28:21,Ads,UK,2,8.0,0,,,0,,,,0,1,1738164501000000000
1339,2025-03-02 15:05:31,Ads,India,3,6.0,0,,,0,,,,0,1,1743606331000000000
1340,2025-01-02 14:03:43,Ads,UK,4,12.0,1,2.0,2025-01-04 14:03:43,0,,,,0,1,1738937023000000000
1341,2025-01-14 03:32:44,Ads,UK,3,13.5,1,3.0,2025-01-17 03:32:44,0,,,,0,1,1741750364000000000
1342,2025-02-24 16:56:39,Organic,USA,3,9.0,0,,,0,,,,0,1,1745340999000000000
1343,2025-03-29 22:30:34,Organic,India,4,12.0,1,1.0,2025-03-30 22:30:34,0,,,,0,1,1748125834000000000
1344,2025-01-18 04:07:04,Ads,India,5,10.0,0,,,0,,,,0,1,1741666024000000000
1345,2025-01-25 22:49:08,Referral,UK,5,30.0,1,3.0,2025-01-28 22:49:08,1,13.0,2025-02-07 22:49:08,Pro,120,1,1740955748000000000
1346,2025-01-23 15:21:49,Organic,India,8,24.0,1,1.0,2025-01-24 15:21:49,0,,,,0,1,1739287309000000000
1347,2025-02-05 05:52:59,Ads,Germany,6,36.0,1,3.0,2025-02-08 05:52:59,0,,,,0,1,1743400379000000000
1348,2025-03-18 21:07:41,Referral,Germany,4,18.0,1,1.0,2025-03-19 21:07:41,1,6.0,2025-03-24 21:07:41,Basic,50,1,1745874461000000000
1349,2025-02-15 10:21:22,Organic,India,5,10.0,0,,,0,,,,0,1,1741256482000000000
1350,2025-01-11 02:32:52,Organic,India,8,36.0,1,3.0,2025-01-14 02:32:52,1,6.0,2025-01-17 02:32:52,Pro,120,0,
1351,2025-02-12 15:45:40,Organic,USA,4,24.0,1,1.0,2025-02-13 15:45:40,0,,,,0,1,1743435940000000000
1352,2025-01-07 01:04:04,Ads,Germany,2,8.0,0,,,0,,,,0,0,
1353,2025-03-07 10:56:18,Organic,USA,6,18.0,1,1.0,2025-03-08 10:56:18,0,,,,0,0,
1354,2025-02-26 09:46:34,Organic,India,3,9.0,1,2.0,2025-02-28 09:46:34,1,14.0,2025-03-12 09:46:34,Basic,50,1,1743241594000000000
1355,2025-02-17 00:41:49,Ads,UK,5,15.0,1,2.0,2025-02-19 00:41:49,0,,,,0,1,1743295309000000000
1356,2025-03-20 14:15:53,Ads,India,4,24.0,1,1.0,2025-03-21 14:15:53,0,,,,0,1,1743862553000000000
1357,2025-03-22 08:07:25,Organic,India,4,12.0,0,,,0,,,,0,1,1745568445000000000
1358,2025-03-12 00:32:03,Organic,India,7,21.0,1,2.0,2025-03-14 00:32:03,0,,,,0,1,1746145923000000000
1359,2025-03-28 16:01:28,Ads,USA,2,9.0,1,1.0,2025-03-29 16:01:28,0,,,,0,1,1747756888000000000
1360,2025-01-13 07:10:36,Referral,India,8,16.0,0,,,0,,,,0,0,
1361,2025-01-21 16:22:01,Referral,USA,6,27.0,1,2.0,2025-01-23 16:22:01,1,6.0,2025-01-27 16:22:01,Basic,50,1,1739982121000000000
1362,2025-03-08 16:23:45,Ads,Canada,8,48.0,1,1.0,2025-03-09 16:23:45,1,12.0,2025-03-20 16:23:45,Pro,120,0,
1363,2025-01-10 14:28:55,Organic,USA,4,12.0,1,1.0,2025-01-11 14:28:55,0,,,,0,1,1740148135000000000
